Epoch,Iteration,Block,Sample Index,Rank,Row Index,Channel Index
0,0,0,0,1,555,274
0,0,0,0,2,85,81
0,0,0,0,3,780,132
0,0,0,0,4,434,94
0,0,0,0,5,1115,79
0,0,1,0,1,1130,297
0,0,1,0,2,873,30
0,0,1,0,3,576,2
0,0,1,0,4,1100,333
0,0,1,0,5,979,265
0,0,2,0,1,798,6
0,0,2,0,2,426,122
0,0,2,0,3,65,124
0,0,2,0,4,439,25
0,0,2,0,5,596,0
0,0,3,0,1,577,306
0,0,3,0,2,716,377
0,0,3,0,3,550,215
0,0,3,0,4,1065,122
0,0,3,0,5,541,39
0,0,4,0,1,306,244
0,0,4,0,2,160,146
0,0,4,0,3,1125,114
0,0,4,0,4,1039,127
0,0,4,0,5,114,88
0,0,5,0,1,382,340
0,0,5,0,2,1111,41
0,0,5,0,3,568,177
0,0,5,0,4,604,136
0,0,5,0,5,829,238
0,0,6,0,1,110,120
0,0,6,0,2,609,168
0,0,6,0,3,184,126
0,0,6,0,4,1076,172
0,0,6,0,5,760,33
0,0,7,0,1,868,91
0,0,7,0,2,489,87
0,0,7,0,3,492,82
0,0,7,0,4,193,298
0,0,7,0,5,1015,279
0,0,8,0,1,239,269
0,0,8,0,2,1053,263
0,0,8,0,3,796,294
0,0,8,0,4,735,297
0,0,8,0,5,944,351
0,0,9,0,1,882,133
0,0,9,0,2,930,28
0,0,9,0,3,385,119
0,0,9,0,4,1065,283
0,0,9,0,5,812,20
0,0,10,0,1,1050,272
0,0,10,0,2,1096,238
0,0,10,0,3,421,191
0,0,10,0,4,370,270
0,0,10,0,5,2,57
0,0,11,0,1,186,164
0,0,11,0,2,90,180
0,0,11,0,3,895,223
0,0,11,0,4,492,318
0,0,11,0,5,1018,383
0,200,0,0,1,150,97
0,200,0,0,2,751,323
0,200,0,0,3,876,209
0,200,0,0,4,1018,164
0,200,0,0,5,1104,376
0,200,1,0,1,472,50
0,200,1,0,2,893,34
0,200,1,0,3,758,214
0,200,1,0,4,31,210
0,200,1,0,5,611,152
0,200,2,0,1,223,184
0,200,2,0,2,426,122
0,200,2,0,3,596,0
0,200,2,0,4,591,135
0,200,2,0,5,633,121
0,200,3,0,1,550,215
0,200,3,0,2,716,377
0,200,3,0,3,113,302
0,200,3,0,4,1064,315
0,200,3,0,5,572,357
0,200,4,0,1,1140,76
0,200,4,0,2,751,0
0,200,4,0,3,726,299
0,200,4,0,4,123,217
0,200,4,0,5,113,377
0,200,5,0,1,423,257
0,200,5,0,2,24,252
0,200,5,0,3,957,317
0,200,5,0,4,846,188
0,200,5,0,5,24,269
0,200,6,0,1,718,197
0,200,6,0,2,773,8
0,200,6,0,3,823,2
0,200,6,0,4,335,76
0,200,6,0,5,207,170
0,200,7,0,1,254,248
0,200,7,0,2,117,53
0,200,7,0,3,118,149
0,200,7,0,4,498,146
0,200,7,0,5,364,245
0,200,8,0,1,923,36
0,200,8,0,2,309,212
0,200,8,0,3,1142,317
0,200,8,0,4,985,28
0,200,8,0,5,921,219
0,200,9,0,1,134,363
0,200,9,0,2,647,204
0,200,9,0,3,904,299
0,200,9,0,4,215,153
0,200,9,0,5,503,10
0,200,10,0,1,1097,243
0,200,10,0,2,215,244
0,200,10,0,3,1104,353
0,200,10,0,4,817,270
0,200,10,0,5,19,69
0,200,11,0,1,756,4
0,200,11,0,2,1016,258
0,200,11,0,3,769,166
0,200,11,0,4,273,64
0,200,11,0,5,903,73
0,400,0,0,1,1104,376
0,400,0,0,2,751,323
0,400,0,0,3,1136,102
0,400,0,0,4,1118,22
0,400,0,0,5,1062,156
0,400,1,0,1,893,34
0,400,1,0,2,595,167
0,400,1,0,3,856,56
0,400,1,0,4,758,214
0,400,1,0,5,230,371
0,400,2,0,1,1135,367
0,400,2,0,2,633,121
0,400,2,0,3,168,353
0,400,2,0,4,426,122
0,400,2,0,5,1124,73
0,400,3,0,1,550,215
0,400,3,0,2,493,55
0,400,3,0,3,1056,309
0,400,3,0,4,113,302
0,400,3,0,5,904,366
0,400,4,0,1,663,119
0,400,4,0,2,768,378
0,400,4,0,3,628,273
0,400,4,0,4,1140,76
0,400,4,0,5,370,63
0,400,5,0,1,923,77
0,400,5,0,2,24,252
0,400,5,0,3,423,257
0,400,5,0,4,1138,326
0,400,5,0,5,938,335
